20-06-05 17:19:34, INFO: 

********* SELF PLAY *********


20-06-05 17:19:34, INFO: [('dataroot', '/home/hieu123/workspace/dataset'), ('game_id', 98), ('last_iter', 7), ('models', '/home/hieu123/workspace/models'), ('n_moves', 256), ('n_simulations', 200), ('seed', 98)]
20-06-05 17:19:37, INFO: Load model: /home/hieu123/workspace/models/7.pth
20-06-05 17:19:37, INFO: True-white moves first
20-06-05 17:20:13, INFO: case 2.1
20-06-05 17:20:13, INFO: case 2.1
20-06-05 17:20:14, INFO: case 2.1
20-06-05 17:20:14, INFO: case 2.1
20-06-05 17:20:17, INFO: case 2.1
20-06-05 17:20:17, INFO: case 2.1
20-06-05 17:20:20, INFO: case 2.1
20-06-05 17:20:20, INFO: case 2.1
20-06-05 17:20:22, INFO: case 2.1
20-06-05 17:20:22, INFO: case 2.1
20-06-05 17:20:23, INFO: case 2.1
20-06-05 17:20:23, INFO: case 2.1
20-06-05 17:20:27, INFO: case 2.1
20-06-05 17:20:27, INFO: case 2.1
20-06-05 17:20:29, INFO: case 2.1
20-06-05 17:20:29, INFO: case 2.1
20-06-05 17:20:29, INFO: case 2.1
20-06-05 17:20:29, INFO: case 2.1
20-06-05 17:20:30, INFO: case 2.1
20-06-05 17:20:30, INFO: case 2.1
20-06-05 17:20:31, INFO: case 2.1
20-06-05 17:20:31, INFO: case 2.1
20-06-05 17:20:32, INFO: case 2.1
20-06-05 17:20:32, INFO: case 2.1
20-06-05 17:20:32, INFO: case 2.1
20-06-05 17:20:32, INFO: case 2.1
20-06-05 17:20:33, INFO: case 2.1
20-06-05 17:20:33, INFO: case 2.1
20-06-05 17:20:34, INFO: case 2.1
20-06-05 17:20:34, INFO: case 2.1
20-06-05 17:20:34, INFO: case 2.1
20-06-05 17:20:34, INFO: case 2.1
20-06-05 17:20:35, INFO: case 2.1
20-06-05 17:20:35, INFO: case 2.1
20-06-05 17:20:35, INFO: case 2.1
20-06-05 17:20:35, INFO: case 2.1
20-06-05 17:20:36, INFO: case 2.1
20-06-05 17:20:36, INFO: case 2.1
20-06-05 17:20:36, INFO: case 2.1
20-06-05 17:20:36, INFO: case 2.1
20-06-05 17:20:36, INFO: case 2.1
20-06-05 17:20:36, INFO: case 2.1
20-06-05 17:20:37, INFO: case 2.1
20-06-05 17:20:37, INFO: case 2.1
20-06-05 17:20:38, INFO: case 2.1
20-06-05 17:20:38, INFO: case 2.1
20-06-05 17:20:38, INFO: case 2.1
20-06-05 17:20:38, INFO: case 2.1
20-06-05 17:20:39, INFO: case 2.1
20-06-05 17:20:39, INFO: case 2.1
20-06-05 17:20:39, INFO: case 2.1
20-06-05 17:20:39, INFO: case 2.1
20-06-05 17:20:39, INFO: case 2.1
20-06-05 17:20:39, INFO: case 2.1
20-06-05 17:20:40, INFO: case 2.1
20-06-05 17:20:40, INFO: case 2.1
20-06-05 17:20:40, INFO: case 2.1
20-06-05 17:20:40, INFO: case 2.1
20-06-05 17:20:41, INFO: case 2.1
20-06-05 17:20:41, INFO: case 2.1
20-06-05 17:20:41, INFO: case 2.1
20-06-05 17:20:41, INFO: case 2.1
20-06-05 17:20:41, INFO: case 2.1
20-06-05 17:20:41, INFO: case 2.1
20-06-05 17:20:41, INFO: case 2.1
20-06-05 17:20:41, INFO: case 2.1
20-06-05 17:20:42, INFO: case 2.1
20-06-05 17:20:42, INFO: case 2.1
20-06-05 17:20:42, INFO: case 2.1
20-06-05 17:20:42, INFO: case 2.1
20-06-05 17:20:43, INFO: case 2.1
20-06-05 17:20:43, INFO: case 2.1
20-06-05 17:20:44, INFO: case 2.1
20-06-05 17:20:44, INFO: case 2.1
20-06-05 17:20:44, INFO: case 2.1
20-06-05 17:20:44, INFO: case 2.1
20-06-05 17:20:45, INFO: case 2.1
20-06-05 17:20:45, INFO: case 2.1
20-06-05 17:20:45, INFO: case 2.1
20-06-05 17:20:45, INFO: case 2.1
20-06-05 17:20:46, INFO: case 2.1
20-06-05 17:20:46, INFO: case 2.1
20-06-05 17:20:46, INFO: case 2.1
20-06-05 17:20:46, INFO: case 2.1
20-06-05 17:20:47, INFO: case 2.1
20-06-05 17:20:47, INFO: case 2.1
20-06-05 17:20:47, INFO: case 2.1
20-06-05 17:20:47, INFO: case 2.1
20-06-05 17:20:50, INFO: case 2.1
20-06-05 17:20:50, INFO: case 2.1
20-06-05 17:20:50, INFO: case 2.1
20-06-05 17:20:50, INFO: case 2.1
20-06-05 17:20:51, INFO: case 2.1
20-06-05 17:20:51, INFO: case 2.1
20-06-05 17:20:51, INFO: case 2.1
20-06-05 17:20:51, INFO: case 2.1
20-06-05 17:20:52, INFO: case 2.1
20-06-05 17:20:52, INFO: case 2.1
20-06-05 17:20:52, INFO: case 2.1
20-06-05 17:20:52, INFO: case 2.1
20-06-05 17:20:54, INFO: case 2.1
20-06-05 17:20:54, INFO: case 2.1
20-06-05 17:20:55, INFO: case 2.1
20-06-05 17:20:55, INFO: case 2.1
20-06-05 17:20:57, INFO: case 2.1
20-06-05 17:20:57, INFO: case 2.1
20-06-05 17:20:58, INFO: case 2.1
20-06-05 17:20:58, INFO: case 2.1
20-06-05 17:21:01, INFO: case 2.1
20-06-05 17:21:01, INFO: case 2.1
20-06-05 17:21:03, INFO: case 2.1
20-06-05 17:21:03, INFO: case 2.1
20-06-05 17:21:09, INFO: case 2.1
20-06-05 17:21:09, INFO: case 2.1
20-06-05 17:21:09, INFO: case 2.1
20-06-05 17:21:09, INFO: case 2.1
20-06-05 17:21:10, INFO: case 2.1
20-06-05 17:21:10, INFO: case 2.1
20-06-05 17:21:12, INFO: case 2.1
20-06-05 17:21:12, INFO: case 2.1
20-06-05 17:21:14, INFO: case 2.1
20-06-05 17:21:14, INFO: case 2.1
20-06-05 17:21:20, INFO: case 2.1
20-06-05 17:21:20, INFO: case 2.1
20-06-05 17:21:30, INFO: case 2.1
20-06-05 17:21:30, INFO: case 2.1
20-06-05 17:21:31, INFO: case 2.1
20-06-05 17:21:31, INFO: case 2.1
20-06-05 17:21:31, INFO: case 2.1
20-06-05 17:21:31, INFO: case 2.1
20-06-05 17:21:34, INFO: case 2.1
20-06-05 17:21:34, INFO: case 2.1
20-06-05 17:21:35, INFO: case 2.1
20-06-05 17:21:35, INFO: case 2.1
20-06-05 17:22:07, INFO: case 2.1
20-06-05 17:22:09, INFO: case 2.1
20-06-05 17:22:11, INFO: case 2.1
20-06-05 17:22:13, INFO: case 2.1
20-06-05 17:22:14, INFO: case 2.1
20-06-05 17:22:14, INFO: case 2.1
20-06-05 17:22:15, INFO: case 2.1
20-06-05 17:22:16, INFO: case 2.1
20-06-05 17:22:18, INFO: case 2.1
20-06-05 17:22:18, INFO: case 2.1
20-06-05 17:22:20, INFO: case 2.1
20-06-05 17:22:21, INFO: case 2.1
20-06-05 17:22:23, INFO: case 2.1
20-06-05 17:22:23, INFO: case 2.1
20-06-05 17:22:24, INFO: case 2.1
20-06-05 17:22:25, INFO: case 2.1
20-06-05 17:22:25, INFO: case 2.1
20-06-05 17:22:27, INFO: case 2.1
20-06-05 17:22:27, INFO: case 2.1
20-06-05 17:22:28, INFO: case 2.1
20-06-05 17:22:29, INFO: case 2.1
20-06-05 17:22:30, INFO: case 2.1
20-06-05 17:22:31, INFO: case 2.1
20-06-05 17:22:31, INFO: case 2.1
20-06-05 17:22:32, INFO: case 2.1
20-06-05 17:22:33, INFO: case 2.1
20-06-05 17:22:35, INFO: case 2.1
20-06-05 17:22:35, INFO: case 2.1
20-06-05 17:22:35, INFO: case 2.1
20-06-05 17:22:35, INFO: case 2.1
